SEACE 2,2011,20537630222,MINISTERIO DE CULTURA,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 2 - 2011 - /MC,1,31/05/11,SERVICIOS,CONTRATACION DEL SERVICIO DE ALQUILER DE UN INMUEBLE PARA EL FUNCIONAMIENTO DE LA SEDE DE PROMOLIBRO,33000,Soles,1,CONTRATACION DEL SERVICIO DE ALQUILER DE UN INMUEBLE PARA EL FUNCIONAMIENTO DE LA SEDE DE PROMOLIBRO,33000,33000,04/05/11,31/05/11,10083220134,RODRIGUEZ CAMACHO LEONCIO ENCARNACION,N,10083220134,RODRIGUEZ CAMACHO LEONCIO ENCARNACION,,,200344-01717209-00515738,001-2011/MC,05/05/11,05/11/11,http://zonasegura.seace.gob.pe/documentos//particion1/mon\docs\contratos\2011\200344\1717209536122643rad68B9D.pdf
SEACE 2,2011,20537630222,MINISTERIO DE CULTURA,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 3 - 2011 - /MC,1,31/05/11,BIENES,Adquisicion de Bidones de Agua de mesa sin gas,17982,Soles,1,adquisicion de bidones de agua de mesa sin gas,17982,17820,27/05/11,31/05/11,20504757782,DISTRIBUIDORA PREMIUM S.A.,N,20504757782,DISTRIBUIDORA PREMIUM S.A.,,,200344-01720756-00515721,001-2011-OL-OGA/MC,28/05/11,28/05/12,http://zonasegura.seace.gob.pe/documentos//particion1/mon\docs\contratos\2011\200344\1720756536122643radADA10.pdf
SEACE 2,2011,20537630222,MINISTERIO DE CULTURA,PROCEDIMIENTO CLASICO,CONTRATO INTERNACIONAL,INTER - 5 - 2011 - /MC,1,15/06/11,SERVICIOS,SERVICIO PROFESIONAL DE JURADO PARA LA EVALUACION DE PROYECTOS DEL CONCURSO DE LARGOMETRAJES,8000,Soles,1,SERVICIO PROFESIONAL DE JURADO PARA LA EVALUACION DE PROYECTOS DEL CONCURSO DE LARGOMETRAJES,8000,8000,15/06/11,15/06/11,I0338864870,NADAL VIÑALS OCTAVIO DAMIAN,N,I0338864870,NADAL VIÑALS OCTAVIO DAMIAN,,,200344-01743348-00518317,1890,16/06/11,30/06/11,http://zonasegura.seace.gob.pe/documentos//particion1/mon\docs\contratos\2011\200344\1743348122093262radBCC7C.pdf
SEACE 2,2011,20537630222,MINISTERIO DE CULTURA,PROCEDIMIENTO CLASICO,CONTRATO INTERNACIONAL,INTER - 6 - 2011 - /MC,1,15/06/11,SERVICIOS,SERVICIO PROFESIONAL DE JURADO PARA LA EVALUACION DE PROYECTOS DEL CONCURSO DE LARGOMETRAJES,8000,Soles,1,SERVICIO PROFESIONAL DE JURADO PARA LA EVALUACION DE PROYECTOS DEL CONCURSO DE LARGOMETRAJES,8000,8000,15/06/11,15/06/11,I0338864871,STOLL WARD PABLO GUILLERMO,N,I0338864871,STOLL WARD PABLO GUILLERMO,,,200344-01743424-00518337,1888,16/06/11,30/06/11,http://zonasegura.seace.gob.pe/documentos//particion1/mon\docs\contratos\2011\200344\1743424122093262rad7810C.pdf
SEACE 2,2011,20537630222,MINISTERIO DE CULTURA,PROCEDIMIENTO CLASICO,CONTRATO INTERNACIONAL,INTER - 7 - 2011 - /MC,1,15/06/11,SERVICIOS,SERVICIO PROFESIONAL DE JURADO PARA LA EVALUACION DE PROYECTOS DEL CONCURSO DE LARGOMETRAJES,8000,Soles,1,SERVICIO PROFESIONAL DE JURADO PARA LA EVALUACION DE PROYECTOS DEL CONCURSO DE LARGOMETRAJES,8000,8000,15/06/11,15/06/11,I0338864872,OSPINA GARCES LUIS ALFONSO,N,I0338864872,OSPINA GARCES LUIS ALFONSO,,,200344-01743461-00518340,1888,16/06/11,24/06/11,http://zonasegura.seace.gob.pe/documentos//particion1/mon\docs\contratos\2011\200344\1743461122093262radBD943.pdf
SEACE 2,2010,20537630222,MINISTERIO DE CULTURA,PROCEDIMIENTO CLASICO,CONCURSO PUBLICO,CP - 2 - 2010 - CP Nº 2-MC,1,17/06/11,SERVICIOS,Renovacin del Mantenimiento de Licencias de Software para el Ministerio de Cultura,"246303,24",Soles,4,Renovación de Licencias de Productos Corel Draw,23330,23330,19/01/11,17/03/11,20100863023,SOFTLAND PERU S.A.,N,20100863023,SOFTLAND PERU S.A.,,,200344-01657502-00505962,05-2011-MC,20/01/11,19/01/12,http://zonasegura.seace.gob.pe/documentos//particion1/mon\docs\contratos\2011\200344\1657502328762198radD5DC7.pdf
SEACE 2,2011,20537630222,MINISTERIO DE CULTURA,SUBASTA INVERSA PRESENCIAL,MENOR CUANTIA,AMC - 4 - 2011 - ADP-SIP-MC,1,23/06/11,BIENES,Suministro de Combustibles y Carburantes,"235195,2",Soles,1,ADQUISICIÓN DE DIESEL B5 S-50,"138470,4","138355,2",15/06/11,23/06/11,20100032881,ABA SINGER & CIA. S.A.C.,N,20100032881,ABA SINGER & CIA. S.A.C.,,,200344-01737356-00519492,001-2011-SG/MC,16/06/11,16/06/12,http://zonasegura.seace.gob.pe/documentos//particion1/mon\docs\contratos\2011\200344\1737356463847637rad161C4.doc
SEACE 2,2011,20537630222,MINISTERIO DE CULTURA,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 1 - 2011 - /MC,1,23/06/11,SERVICIOS,CONTRATACION DEL SERVICIO DE ALQUILER DE UN INMUEBLE PARA EL FUNCIONAMIENTO DE LAS OFICINAS ADMINISTRATIVAS DE LA DIRECCION REGIONAL DE CULTURA DE HUANUCO,20280,Soles,1,CONTRATACION DEL SERVICIO DE ALQUILER DE UN INMUEBLE PARA EL FUNCIONAMIENTO DE LAS OFICINAS ADMINISTRATIVAS DE LA DIRECCION REGIONAL DE CULTURA DE HUANUCO,20280,20280,27/05/11,23/06/11,20146021191,SOCIEDAD DE BENEFICENCIA PUBLICA DE HUANUCO,N,20146021191,SOCIEDAD DE BENEFICENCIA PUBLICA DE HUANUCO,,,200344-01727285-00519504,2,28/05/11,28/05/12,http://zonasegura.seace.gob.pe/documentos//particion1/mon\docs\contratos\2011\200344\1727285463848085radC110D.doc
SEACE 2,2011,20537630222,MINISTERIO DE CULTURA,SUBASTA INVERSA PRESENCIAL,MENOR CUANTIA,AMC - 4 - 2011 - ADP-SIP-MC,1,23/06/11,BIENES,Suministro de Combustibles y Carburantes,"235195,2",Soles,2,ADQUISICIÓN DE GASOLINA DE 90 OCTANOS,"28252,8","28231,2",15/06/11,23/06/11,20100032881,ABA SINGER & CIA. S.A.C.,N,20100032881,ABA SINGER & CIA. S.A.C.,,,200344-01737356-00519492,001-2011-SG/MC,16/06/11,16/06/12,http://zonasegura.seace.gob.pe/documentos//particion1/mon\docs\contratos\2011\200344\1737356463847637rad161C4.doc
SEACE 2,2011,20537630222,MINISTERIO DE CULTURA,SUBASTA INVERSA PRESENCIAL,MENOR CUANTIA,AMC - 4 - 2011 - ADP-SIP-MC,1,23/06/11,BIENES,Suministro de Combustibles y Carburantes,"235195,2",Soles,3,ADQUISICIÓN DE GASOLINA DE 97 OCTANOS,68472,"68428,8",15/06/11,23/06/11,20100032881,ABA SINGER & CIA. S.A.C.,N,20100032881,ABA SINGER & CIA. S.A.C.,,,200344-01737356-00519492,001-2011-SG/MC,16/06/11,16/06/12,http://zonasegura.seace.gob.pe/documentos//particion1/mon\docs\contratos\2011\200344\1737356463847637rad161C4.doc
SEACE 2,2011,20537630222,MINISTERIO DE CULTURA,PROCEDIMIENTO CLASICO,CONTRATO INTERNACIONAL,INTER - 10 - 2011 - /MC,1,03/08/11,SERVICIOS,SERVICIO DE CICLO DE CONCIERTOS Y CONFERENCIAS DENOMINADO LOS YAGUAS Y LOS INSTRUMENTOS MUSICALES DEL MUNDO,"5551,98",Soles,1,SERVICIO DE CICLO DE CONCIERTOS Y CONFERENCIAS DENOMINADO LOS YAGUAS Y LOS INSTRUMENTOS MUSICALES DEL MUNDO,"5551,98","5551,98",03/08/11,03/08/11,I0338864930,CARLOS MANUEL BLANCO FADOL,N,I0338864930,CARLOS MANUEL BLANCO FADOL,,,200344-01768032-00525246,2465,03/08/11,05/08/11,http://zonasegura.seace.gob.pe/documentos//particion1/mon\docs\contratos\2011\200344\1768032226050483rad3F4DD.pdf
SEACE 2,2011,20537630222,MINISTERIO DE CULTURA,PROCEDIMIENTO CLASICO,EXONERACIONES,EXO - 1 - 2011 - /MC,1,08/08/11,SERVICIOS,Servicio de seguridad y vigilancia para la sede central y otras dependencias del Ministerio de Cultura,"1005448,5",Soles,1,Servicio de seguridad y vigilancia para la sede central y otras dependencias del Ministerio de Cultura,"1005448,5","1005448,5",21/07/11,04/08/11,20106641529,SISTEMAS INTEGRALES DE SEGURIDAD SA,N,20106641529,SISTEMAS INTEGRALES DE SEGURIDAD SA,,,200344-01763589-00525382,008-2011-OGA-SG/MC,21/07/11,21/11/11,http://zonasegura.seace.gob.pe/documentos//particion1/mon\docs\contratos\2011\200344\1763589226059344radDA393.pdf
SEACE 2,2011,20537630222,MINISTERIO DE CULTURA,PROCEDIMIENTO CLASICO,ADJUDICACION DIRECTA SELECTIVA,ADS - 4 - 2011 - /MC,1,12/08/11,SERVICIOS,Servicio de Reserva y Suministro de Pasajes Aereos Nacionales,"112353,76",Soles,1,Servicio de Reserva y Suministro de Pasajes Aereos Nacionales,"112353,76","108302,72",27/07/11,12/08/11,20112846477,TRAVEL TIME S A,N,20112846477,TRAVEL TIME S A,,,200344-01748724-00526924,009-2011-OGA/MC,28/07/11,28/07/12,http://zonasegura.seace.gob.pe/documentos//particion1/mon\docs\contratos\2011\200344\1748724587115517radA5856.pdf
SEACE 2,2011,20537630222,MINISTERIO DE CULTURA,PROCEDIMIENTO CLASICO,ADJUDICACION DIRECTA PUBLICA,ADP - 2 - 2011 - /MC,1,16/08/11,SERVICIOS,SERVICIO DE TELEFONIA MOVIL,"236223,13",Soles,1,SERVICIO DE TELEFONIA MOVIL,"236223,13","136326,12",05/07/11,16/08/11,20100177774,TELEFONICA MOVILES S.A,N,20100177774,TELEFONICA MOVILES S.A,,,200344-01730864-00527321,002-2011-SG/MC,06/07/11,06/07/12,http://zonasegura.seace.gob.pe/documentos//particion1/mon\docs\contratos\2011\200344\1730864202650830rad72B65.pdf
SEACE 2,2011,20537630222,MINISTERIO DE CULTURA,PROCEDIMIENTO CLASICO,ADJUDICACION DIRECTA SELECTIVA,ADS - 2 - 2011 - /MC,1,16/08/11,SERVICIOS,Servicio de vigilancia para la Direccion Regional de Cultura de Ica,"151377,84",Soles,1,Servicio de seguridad y vigilancia para la sede Regional de Ica del Ministerio de Cultura,"151377,84","121096,32",18/07/11,16/08/11,20452467284,HORIZONTE SERVICIOS GENERALES S.A.C.,N,20452467284,HORIZONTE SERVICIOS GENERALES S.A.C.,,,200344-01735918-00527358,003-2011-OGA-SG/MC,19/07/11,19/07/12,http://zonasegura.seace.gob.pe/documentos//particion1/mon\docs\contratos\2011\200344\1735918202650830rad86B5B.PDF
SEACE 2,2011,20537630222,MINISTERIO DE CULTURA,PROCEDIMIENTO CLASICO,CONCURSO PUBLICO,CP - 1 - 2011 - /MC,1,29/08/11,SERVICIOS,CONTRATACION DEL SERVICIO DE VIGILANCIA PARA LA DIRECCION REGIONAL DE CULTURA DE ANCASH,902541,Soles,1,CONTRATACION DEL SERVICIO DE VIGILANCIA PARA LA DIRECCION REGIONAL DE CULTURA DE ANCASH,902541,"714536,8",15/08/11,29/08/11,20100162076,"EMPRESA DE SEGURIDAD, VIGILANCIA Y CONTROL S.A.",N,20100162076,"EMPRESA DE SEGURIDAD, VIGILANCIA Y CONTROL S.A.",,,200344-01734495-00529403,004-2011-SG/MC,17/08/11,17/08/12,http://zonasegura.seace.gob.pe/documentos//particion1/mon\docs\contratos\2011\200344\1734495330908596radF4773.pdf
SEACE 2,2011,20537630222,MINISTERIO DE CULTURA,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 5 - 2011 - /MC,1,29/08/11,SERVICIOS,Servicio de vigilancia para la Direccion Regional de Cultura de Tacna,"34981,44",Soles,1,Servicio de seguridad y vigilancia para la sede Regional de Tacna del Ministerio de Cultura,"34981,44",24000,27/06/11,29/08/11,20365149225,JL SRL,N,20365149225,JL SRL,,,200344-01735733-00529408,003-2011-OL-OGA/MC,27/06/11,27/06/12,http://zonasegura.seace.gob.pe/documentos//particion1/mon\docs\contratos\2011\200344\1735733330908596radF4D18.doc
SEACE 2,2011,20537630222,MINISTERIO DE CULTURA,PROCEDIMIENTO CLASICO,ADJUDICACION DIRECTA SELECTIVA,ADS - 1 - 2011 - /MC,1,29/08/11,SERVICIOS,Servicio de vigilancia para la Direccion Regional de Cultura de Ayacucho,"40707,48",Soles,1,Servicio de vigilancia para la Direccion Regional de Cultura de Ayacucho,"40707,48",28800,18/07/11,29/08/11,20365149225,JL SRL,N,20365149225,JL SRL,,,200344-01735883-00529400,004-2011-OGA-SG/MC,19/07/11,19/07/12,http://zonasegura.seace.gob.pe/documentos//particion1/mon\docs\contratos\2011\200344\1735883330908596rad1C236.pdf
SEACE 2,2011,20537630222,MINISTERIO DE CULTURA,PROCEDIMIENTO CLASICO,ADJUDICACION DIRECTA PUBLICA,ADP - 3 - 2011 - /MC,1,29/08/11,SERVICIOS,Servicio de seguridad y vigilancia para la Direccion Regional de Cultura de Cajamarca,"227066,76",Soles,1,Servicio de seguridad y vigilancia para la Direccion Regional de Cultura de Cajamarca,"227066,76",158946,10/08/11,29/08/11,20496123035,SHAOLIN SRL,N,20496123035,SHAOLIN SRL,,,200344-01746396-00529407,003-2011-SG/MC,11/08/11,11/08/12,http://zonasegura.seace.gob.pe/documentos//particion1/mon\docs\contratos\2011\200344\1746396330908596rad077C5.doc
SEACE 2,2011,20537630222,MINISTERIO DE CULTURA,PROCEDIMIENTO CLASICO,ADJUDICACION DIRECTA SELECTIVA,ADS - 3 - 2011 - /MC,1,12/09/11,SERVICIOS,CONTRATACION DEL SERVICIO DE VIGILANCIA PARA LA DIRECCION REGIONAL DE CULTURA DE AREQUIPA,"151377,84",Soles,1,Servicio de seguridad y vigilancia para la sede Regional de Arequipa del Ministerio de Cultura,"151377,84","117923,52",12/08/11,12/09/11,20272796948,EMP DE SEGURIDAD Y VIGILANCIA PRIVADA SAC,N,20272796948,EMP DE SEGURIDAD Y VIGILANCIA PRIVADA SAC,,,200344-01745667-00531531,015-2011-OGA-SG/MC,18/08/11,18/08/12,http://zonasegura.seace.gob.pe/documentos//particion1/mon\docs\contratos\2011\200344\1745667850780512radF8800.pdf
SEACE 2,2011,20537630222,MINISTERIO DE CULTURA,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 13 - 2011 - /MC,1,20/09/11,SERVICIOS,SERVICIO DE IMPRESION DE LIBRO ATANDO CABOS,36900,Soles,1,SERVICIO DE IMPRESION DE LIBRO ATANDO CABOS,36900,26300,16/09/11,20/09/11,20291735241,RAPIMAGEN S.A.,N,20291735241,RAPIMAGEN S.A.,,,200344-01783349-00532850,3090,19/09/11,10/10/11,http://zonasegura.seace.gob.pe/documentos//particion1/mon\docs\contratos\2011\200344\178334997372297radD68D9.pdf
SEACE 2,2011,20537630222,MINISTERIO DE CULTURA,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 14 - 2011 - /MC,1,26/09/11,SERVICIOS,Mantenimiento de Chillers de Agua Helada,39800,Soles,1,Mantenimiento de Chillers de Agua Helada,39800,39800,26/09/11,26/09/11,20128435183,LASSER SERVICIOS TECNICOS E.I.R.L,N,20128435183,LASSER SERVICIOS TECNICOS E.I.R.L,,,200344-01789710-00533846,6,27/09/11,27/09/12,http://zonasegura.seace.gob.pe/documentos//particion1/mon\docs\contratos\2011\200344\1789710132268957radF0C16.pdf
SEACE 2,2011,20537630222,MINISTERIO DE CULTURA,PROCEDIMIENTO CLASICO,ADJUDICACION DIRECTA SELECTIVA,ADS - 6 - 2011 - /MC,1,27/09/11,SERVICIOS,Servicio de seguridad y vigilancia para la sede Regional de Tumbes del Ministerio de Cultura,"75688,92",Soles,1,Servicio de seguridad y vigilancia para la sede Regional de Tumbes del Ministerio de Cultura,"75688,92","52222,08",25/08/11,27/09/11,20103358761,EVENTUAL SERVIS S A,N,20103358761,EVENTUAL SERVIS S A,,,200344-01758422-00534106,017-2011-OGA-SG/MC,26/08/11,26/08/12,http://zonasegura.seace.gob.pe/documentos//particion1/mon\docs\contratos\2011\200344\1758422208353697rad23327.pdf
SEACE 2,2011,20537630222,MINISTERIO DE CULTURA,PROCEDIMIENTO CLASICO,ADJUDICACION DIRECTA SELECTIVA,ADS - 5 - 2011 - /MC,1,27/09/11,SERVICIOS,Servicio de seguridad y vigilancia para la sede Regional de Lambayeque,"75688,92",Soles,1,Servicio de seguridad y vigilancia para la sede Regional de Lambayeque del Ministerio de Cultura,"75688,92","52972,56",18/08/11,27/09/11,20103358761,EVENTUAL SERVIS S A,N,20103358761,EVENTUAL SERVIS S A,,,200344-01750307-00534062,016-2011-OGA-SG/MC,19/08/11,19/08/12,http://zonasegura.seace.gob.pe/documentos//particion1/mon\docs\contratos\2011\200344\1750307208351671rad497AE.pdf
SEACE 2,2011,20537630222,MINISTERIO DE CULTURA,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 11 - 2011 - /MC,1,10/10/11,SERVICIOS,SERVICIO DE IMPRESION DE LIBRO QHAPAQ NAN EN IMAGENES,28700,Soles,1,SERVICIO DE IMPRESION DE LIBRO QHAPAQ NAN EN IMAGENES,28700,26000,30/09/11,10/10/11,20291735241,RAPIMAGEN S.A.,N,20291735241,RAPIMAGEN S.A.,,,200344-01789640-00536398,3214,10/10/11,31/10/11,http://zonasegura.seace.gob.pe/documentos//particion1/mon\docs\contratos\2011\200344\1789640469586415rad85862.doc
SEACE 2,2011,20537630222,MINISTERIO DE CULTURA,PROCEDIMIENTO CLASICO,ADJUDICACION DIRECTA SELECTIVA,ADS - 8 - 2011 - /MC,1,28/10/11,BIENES,Adquisicon de Materiales PAD,"171073,78",Soles,1,Adquisicion de toner para impresoras brother,22184,18320,20/10/11,28/10/11,20516138301,CENTRAL INTELLIGENCE AGENCY DE PROGRAMA COMERCIO EXTERIOR S.A.,N,20516138301,CENTRAL INTELLIGENCE AGENCY DE PROGRAMA COMERCIO EXTERIOR S.A.,,,200344-01790016-00539850,026-2011-OGA-SG/MC,21/10/11,28/06/12,http://zonasegura.seace.gob.pe/documentos//particion1/mon\docs\contratos\2011\200344\1790016344247292rad2D3E3.pdf
SEACE 2,2011,20537630222,MINISTERIO DE CULTURA,PROCEDIMIENTO CLASICO,ADJUDICACION DIRECTA SELECTIVA,ADS - 8 - 2011 - /MC,1,28/10/11,BIENES,Adquisicon de Materiales PAD,"171073,78",Soles,2,Adquisicion de toner para impresoras y/o fotocopiadoras kyocera,"14824,22",13457,20/10/11,28/10/11,20516138301,CENTRAL INTELLIGENCE AGENCY DE PROGRAMA COMERCIO EXTERIOR S.A.,N,20516138301,CENTRAL INTELLIGENCE AGENCY DE PROGRAMA COMERCIO EXTERIOR S.A.,,,200344-01790016-00539850,026-2011-OGA-SG/MC,21/10/11,28/06/12,http://zonasegura.seace.gob.pe/documentos//particion1/mon\docs\contratos\2011\200344\1790016344247292rad2D3E3.pdf
SEACE 2,2011,20537630222,MINISTERIO DE CULTURA,PROCEDIMIENTO CLASICO,ADJUDICACION DIRECTA SELECTIVA,ADS - 8 - 2011 - /MC,1,28/10/11,BIENES,Adquisicon de Materiales PAD,"171073,78",Soles,3,Adquisicion de toner para impresoras y/o fotocopiadoras HP,"114878,5",93611,20/10/11,28/10/11,20516138301,CENTRAL INTELLIGENCE AGENCY DE PROGRAMA COMERCIO EXTERIOR S.A.,N,20516138301,CENTRAL INTELLIGENCE AGENCY DE PROGRAMA COMERCIO EXTERIOR S.A.,,,200344-01790016-00539850,026-2011-OGA-SG/MC,21/10/11,28/06/12,http://zonasegura.seace.gob.pe/documentos//particion1/mon\docs\contratos\2011\200344\1790016344247292rad2D3E3.pdf
